content,sentiment
Pemilihan line gak jelas suka ada perebutan line tidak seperti HOK,positif
Done,positif
Moonton ubah lagi matchmakingnya biar ketemu lawan seimbang,positif
Oke,positif
Busuq,negatif
Tim yg buruk,positif
Update sistem yang sangat bagus membuat saya ingin uninstall aplikasi,negatif
Game haram dan dajjal,negatif
👌oke,positif
"Kukasih bintang 3 karena pas nyepin star Wars gak dapat skin nya padahal udah top up banyak buang duit aja, besok aku mau nyepin lagi kalo masih gak dapat aku kasih bintang 1",negatif
Tolol ajg geme drak sistem,negatif
Bagus ngntt,positif
"Woi moonton kimakk, kasih jaringan Jangan lag mlu lah pea, gw mau ngepush ke imo jadi susah ajggggg!!!!!",negatif
Tim tidak seimbang,positif
ini game dri dulu sampai sekarang masih memikat playernya tpi tolong sun dibuat skin epicnya pleas:) di buff jg brunonya xixiix,positif
kenapa di server saya mlbb nya g bisa dimainin ya,negatif
𝕄𝕠𝕟𝕥𝕠𝕟 𝕥𝕒𝕦 𝕛𝕒𝕣𝕚𝕟𝕘𝕒𝕟𝕟𝕪𝕒 𝕓𝕒gus 𝕥𝕖𝕥𝕒𝕡 𝕟𝕘𝕖𝕝𝕒𝕘 𝕤𝕒𝕞𝕒 𝕥𝕚𝕞𝕟𝕪𝕒 𝕓𝕖𝕓𝕒𝕟 𝕞𝕖𝕟𝕕𝕚𝕟𝕘 𝕞𝕒𝕚𝕟 𝕙𝕠𝕜 aku hampir gapernah dapat tim jago udh main 2 tahun masih stuck di epic mending hapus aja biar ga toxic lebih baik dengar ceramah atau yang lainnya jadi hapus aja game ini,negatif
Sangat bagus tpi kadang sering lag tolong di perbaiki,positif
Mantap sekali,negatif
seru,positif
Lumayan Lah update terussssss......Buat Moontoon lama2 bagus kok😎😎😎😎😎😎😎😎😎😎😎bgus mantap gw kagak marah btw banyakin revame ke hero karina 😄😄😄😄😄😄😄,positif
Ml ini sangat bagus cocok buwat ya gabut iru kenapa aku kasi bintag lima karena ini sayaku sukai maaf kalo ga salah,positif
"Tidak cocok buat player solo, dijamin bakal kalah mulu 100% jadi kalian jangan dowload",negatif
Bagus,positif
LAIN KALI TEMAN JANGAN DI KASIH YG BEBAN,negatif
Developer mohon di perbaiki saat login susah masuk padahal jaringan bagus,negatif
"Baru menang 1 kali, langsung dikasih lostreek",negatif
Katanya menyeimbangkan tapi kok ketemu team yang gakbener sampai gua lostrek 100kali kalau gak diperbaiki aku hapus ml dan gua ajak org lain untuk hapis ml,negatif
Game nya bagus tapi masih ada kekurangan yaitu di bagian mact mactking,positif
"Makin Hari makin gak jelas ini game tolol Dark sistem nya kebanyakan Team dikasih gak guna semua Team musuh dikasih Pro semua Game taik gak jelas, game erorr",negatif
saya menyukai geme ini karna menyenangkan sekali bisa menghibur tetapi musuh musuh nya itu sangatlah kuat tapi saya tetap suka dengan geme ini,positif
Monton kenapa sih aku selalu kalah mulu monton mah gak adil,negatif
Monton kon*** idah dua kali aku pencet ulti tapi kok gak kepencet as* nge*** ba**,negatif
Monton kenapa kalah mulu sih kalah melulu,negatif
gacor,positif
Makin jari makin gila moonton di ingame sinyal bagus ngeFREEZE DAN NGECRAS,positif
Mantap,positif
Good,positif
"tolong buat monton nih yaa kalo player"" drack sistem tuh mending di ban, dari oada ngerusak mental orang, kalo bisa chat nya jgn di batasin biar enak ngata""in player drack sistem",negatif
"Bintang 1 dari kalian cukup berarti untuk aplikasi ini, mainkan sesekali saja karena cukup membuat otak strees, semoga membantu sebelum anda semua berkomentar 👍 PLEASE BINTANG SATU NYA",negatif
Saya senang sekali bermain di mlbb,positif
"Dark sistem makin banyak kami jadi susah naik rank,mending ban player beban",negatif
GOOD,positif
Menarik buat ngisi waktu luang,positif
Kalo keluar dari game waktu main nunggu loginnya lama,negatif
Baik,positif
Kalo mau ngeluarin akun orang dari akun perangkat game saya gimana y,positif
gamenya bagus,positif
game yang seru dan menyenangkan!!!,positif
Monton plis kasih hero lancelot plisssy,positif
good,positif
Punten,positif
"game tolol,selalu jumpa dark sistem dan musuh yang hack",negatif
bagus mantap 🤌🤌,positif
Game paling ngentottttttt,negatif
Ketemu dark sistem mulu males main.,negatif
Yakali roam rafaila MVP game aneh cpk gua gendong,negatif
𝐆𝐚𝐦𝐞 𝐢𝐧𝐢 𝐦𝐨𝐧𝐲𝐞𝐭 𝐛𝐚𝐧𝐠𝐞𝐭 𝐠𝐰 𝐝𝐢 𝐤𝐚𝐬𝐢𝐡 𝐭𝐢𝐦 𝐥𝐨𝐥𝐨𝐬 𝐦𝐮𝐥𝐮 𝐣𝐚𝐧𝐠𝐚𝐧 𝐝𝐨𝐧𝐥𝐨𝐚𝐝 𝐠𝐚𝐦𝐞 𝐢𝐧𝐢 𝐲𝐚 𝐣𝐚𝐧𝐠𝐚𝐧 𝐲𝐚 𝐝𝐞𝐤 𝐲𝐚,negatif
mantap,positif
"Ini game knapa sih makn di push rank makin di turunin bintangnya, padahal gue solo lho masa harus lawan full tim",negatif
Game seru aku kalah terus,positif
Serusih seru tapi pasngeleg nya,negatif
"gajelas sistem nyaa moonton, kadang di kasii tim yg ga seimbang sama lawannn orang jdii males om rasanya mau ke HOK",negatif
Mantan ini game,positif
gem banyak draksistemnya lol,negatif
Good,positif
mantap,positif
Keren,positif
Moonton kikir,positif
Klo jaringan nya masih belum bagus gue ganti ke game honor of king deh.......ya Allah sinyal nya gue tunggu nanti kalo ga lancar lancar gue pindah game deh,negatif
Sangat bagus,positif
plis montoon ini game terbaik tapi pas aku login kehack plis sitem keamanannya dijaga,positif
Banyak dari sistem biasanya habis menang langsung kalah gak bisa naik rank,negatif
"Mampus Ultra Lag 357ms paling bagus, MlnMl",negatif
Mobile legends BB sangat seru,positif
Jaringan eror ketika akan ganti akun.,negatif
sangat luar biasa,positif
Game yg sangat seru saat santai,positif
Asik winstreak gak pelit kyk hok,positif
good mlbb,positif
Bagus tpi embe nya 😁besar 😁,positif
Bagus,positif
Good,positif
"Kalah terus ,Ah elah",negatif
Mantap,positif
Game yang membuat player kesal,negatif
Keren,positif
Bagus,positif
Oklah dari permainan nya udah bagus apalagih efek efek nya tapi knp jaringan Bagus tapi selalu lag,positif
"game tidak berguna, sinyal gampang ilang, asal main jaringan ngeleg terus pdahal sinyal bagus full Kalah sama honor of king",negatif
Darkr system semoga yang nyiptain darks system masuk neraka,negatif
Lumayan bwat skrng tp klw bisa yg terputus dri server itu jangan langsung kena hukuman donk,positif
Ml dark sistem Mulu,negatif
BAGUS SEKALI,positif
nice,positif
Game yang paling serih,positif
Sangat bagus syekalii,positif
GEM KEBBONG,negatif
permainan yang bagus,positif
Good,positif
Sangatt uuuah,positif
Gem tai,positif
buat hiburan mantap,positif
Males kali dapet tim darksistem moonton kasih lah tim yang enak,negatif
Bagusss lanjutkan terusss,positif
bagus,positif
Ok,positif
timnya tolong di perbaiki kasih yg setara dong lelah saya main di troll terusss,positif
"Game kocakk, bangkrut aja udahh",negatif
Saya suka sih,positif
Sangat seru dan sedikit bikin setres (kalo kalah),positif
Banyak dari system di epic gila2 tiga jam main gak ada perubahan dan game ini lama pemilihan banned hero gak kya game sblah hok lngsung pilih lane lngsung main ml lol dark system bnr2 parah,negatif
seru dan asik,positif
Bolelah,positif
Woi monton anj tulisannya wr 100% kok gw defeat?,negatif
Kalo gk di kasih dark sistem di kasih 5,positif
Bagus,positif
Game ini seru dan cocok di mainkan,positif
Game seru,positif
"Gw benci ni sistem, fitur mvp entah kenapa sistemnya itu suka bet milih²,gw kda tinggi menang team fight,menang tahan damage,menang durabilitas,menang push itu pun gw ga dikasi mvp gw,malah dikasi mvp yang kda minus durabilitas minus team fight kurang, aneh bet gw benci bet sumpah aku sangat kecewa sama ni hali ini sampe membuat aku stress,pusing,sakit,sedih,nangis,marah,banting hp,kejang²,trauma.AKU SUMPAHIN SEUMUR HIDUPKU YANG PALING KUBENCI KECEWA ADALAH PLIH KASIH MOONTON GW BENCI SEUMUT HDP",negatif
tidak bagus malah di kasih musuh op,negatif
Oiiiiiiiii ngeri cuyy kerennyaaaaaa,positif
"Keren,mantappokok nya moonton terbaik deh",positif
Game ML sekarang tambah berat dan banyak bocil² yg berbicara kasar mohon di baca min ini udah parah,positif
"Kesukaanku main magic chest, dari pada game sebelah jalan aja berat haha",positif
Game ga guna sistem ga jelas bagi player solo!,negatif
ɢᴇᴍ ɪɴɪ sᴀɴɢᴀᴛ ʙᴀɢᴜs,positif
Kasih tim yang bagusss,positif
"game sampah kalo buat sistem yang bener lah,ini sistem bikin orang stres Jing gw uninstall ini game",negatif
Ada masukan kok mode offline udah gak ada si developer,positif
good,negatif
Mantap,positif
Mantap jos,positif
ngasih tim nya gak bener cape cape orang main di kasih tim yang bapuk,negatif
Stuck dilogo mobile legend ga bsa masuk ke game nya,negatif
game nya bagus Sik bagus tapi penyimpanan penuh maaf Monton aku tidak bisa main ini game,negatif
Mantappppp,positif
Game jeeeleeekkk,negatif
Seru game nya,positif
Game terbaik,positif
"Server tidak stabil sering naik turun pingnya, padahal sinyal stabil",negatif
"Game berkualitas mantap,",negatif
Kerennn mantulllll,positif
Game tolloll,positif
Wouii Moonton lo itu buat game apa buat Emosi sih gue WS 5 kali dibales 6 LS lo itu bisa mikir,negatif
Dapat tim nya gk sebanding,negatif
Woy moonton anj kasih musuh yg setara anj,negatif
"game membosankan , menang kalah sudah diatur",negatif
Mantap mantap,positif
Gamenya seru dan bagus skinnya juga banyak yng gratis,positif
"Parah lau moonton, dah lah malas gw bacot, tetap dikasih losstrek tross kayak sekarang",positif
kerenn,positif
Ok,positif
Mantap,positif
keren,positif
setelah ganti season sinyal ku bagus kok jadi patah patah yah....,positif
Server lebih baik di globalkan lagi dari pada server di indo doang enek denger bacotan negeri sendiri,positif
Mantapp Pokonamah,positif
Seru dan agak ngeselin ya heheheh tapi gameplaynya bagus sih🗿🗿,positif
Well lu jago gak akan ada dark system,positif
Ayo mainkan game ini ber sama sama,positif
Jelas,positif
Bagus sih bagus tapi pas gua sedang login selalu realod mulu sih,negatif
Nike,positif
Sangat bagus,positif
cukup banyak bintang 1 aja,negatif
Aku memang suka gen ini tetapi Download datanya itu tak tidak muat sisi aku mau bilang sama montoon agar menyulitkan Download ditanya tetapi semua datanya itu seperti lama,negatif
We monton kasih tim yang betul napa Main sapaek pagi ke sore rank masih sama Tolong hilang drak system,negatif
Iya,positif
GAME TAI ANJG,positif
Keerenn,positif
good 👎,negatif
Maantab,positif
Game bagus 😃,positif
goodd ppisan,positif
APALAH MONTON NGASIH TIM YG GG BANGET MAIN 5 JAM CUMMA NAMBAH 2 BINTANG KAN ANEH LO MONTON INI GEM APA GIMANA COBA NIATNYA MAIN BUAT SERU²AN NYATANYA MALAH JADI SETENGAH GILA,negatif
Goodbjoob,positif
Bagus saya main  dr 2018,negatif
Pengin skin epik Uranus,positif
Keren,positif
Bagus,positif
Sangat puas,positif
GEM KEBBONG,negatif
Biar bintang yang menjjawabb👍👍,positif
toppp,positif
"Bagus banget keren, Jujur saja saya sangat kecewa karna setiap main selalu sendat Mulu di jaringan padahal jaringan bagus, juga kadang saat masuk game nya ngk bisa bergerak karna sinyal, dan harus restad ulang game nya, juga makin kesini setiap main selalu saja  sinyal buruk padahal sinyal selalu bagus, ayo tingkatan lah sinyal nya biar main ngk ngeleq mulu",positif
"Gajelas bgt si, mau ganti akun doang eror² mulu",negatif
Game paling mantul bangeett.. Msh tetap jadi pilihan 😃,positif
game nya sangat bagus buat mabar 👍,positif
"Pindah hok guys, reset season matchmaking tolol di kasih win lose win lose 💔",negatif
😋 ❤️,positif
Oke,positif
lop mml,positif
Buat Lo yg mm Kimmy goblokkkkk tololll Ga bisa main ga usah main tolol,negatif
Banyak dari system di epic gila2 tiga jam main gak ada perubahan dan game ini lama pemilihan banned hero gak kya game sblah hok lngsung pilih lane lngsung main ml lol dark system bnr2 parah 😡,negatif
Mantap,positif
keren deh,positif
Mantaaab👍👍👍,positif
"Game babi.Masa gua dikasih bot muulu,sesepi itukah sampe bot yang disuruh main",negatif
Monton tolong balikin dong map yang  gurun plis map yang old,positif
Kasih tim yang bagusss ❤️,positif
"Saya kalo pakai skill delay teruss, padahal ssinyal saya sudah bagus",negatif
"saya diuandang orang tidak dikenal dengan nickname "")amaterasu. bermain dicostum . orang itu ngepause dah tidak kembali bagimana saya mau keluar ini . tolong kebijakannya montoon .",negatif
"I hope Moonton will immediately improve the matchmaking system on the battlefield because the comparison between winning and losing is a lot of losing. If this game is not fixed immediately, players will abandon it because they keep losing and getting bored. 👎",negatif
moonton niat ngasih emot gratis gasi udah kelarin misi like vidio tiktok masih gadapet?,negatif
Game yang sangat bagus,positif
keren,positif
Sangatt uuuah 😃,positif
👍👍👍👍,positif
woi monton gimana siii!!!! gem ko ngelag Mulu maju ajh susah tolonng donk d perbaiki gimana si ini 🤬,positif
Selalu dapat tim dark system tapi game nha udah bagus dan gacha nya kikir 😃,positif
Saya sangat menyukai game ini,positif
"Walaupun game ini sudah baik karena sering kasih skin gratis ampe skin kolektor tetapi disisi lain jaringannya tuh drop bgt ampe banting hp dan game ini udah gak ramah sama solo player, karena histori gua tuh jelek apalagi kalau di epic beeh langsung ada yg egois, ngambekan, fomo pusing dah selain itu lainnya ok² aja, jadi tolong jaringannya dioptimalkan dan dark systemnya ya mas montoon 💔",negatif
awal sisen bikin menyala ❤️,positif
Terima aksih 👍,positif
Oke banyak draft sistemnya,positif
Pertahankan appa yang sudah di miliki,positif
Op 👍,positif
Bismillah semoga nggak ngeleg,positif
Wouii Moonton lo itu buat game apa buat Emosi sih gue WS 5 kali dibales 6 LS lo itu bisa mikir 👎,negatif
Tekk lah mL suka ngelak sinyal hilang,negatif
Burik,negatif
sangat bagus Dn menyeenag kan,negatif
"Tolong di simulasi untuk player yg berskill dibawah rata rata (CACAT!!!!!) mohon sekali player yg terkategori tersebut di ban aja sekalian,biar ga buat darah naik,tolong sesekali di patroli,yg skill nya cacat tuh dibuang lah,itu sama aja kayak virus yg menganggu kenyamanan bermain,capek moonton,lu tau ga,gw sehari maen tuh kek cuma 45% menang nya Karna org berskill cacat berada di tim gw 👎",negatif
makin kk sini makin ........pindah moba woii dah ga asik,negatif
GGame bagus,positif
setiap mau menang sinyal langsung lag sampai apk blannk hitam sendiri setelah menulis laporan di kolom chat aneh. jaringan ko di atur atur apk pembodohan. jangan kasih rating tinggi kawan bodoh banget yg ngasih rating 5,negatif
Mantappppp,positif
MMantap,positif
Kebanyakan DARK SISTEM...,negatif
"Saya bermain awal season, rank saya legend bermain solo tetapi malah se tim sama epic",negatif
Oke,positif
Puas banget,positif
Baik Nambah stres 🎉,positif
"Ini game knapa sih makn di push rank makin di turunin bintangnya, padahal gue solo lho masa harus lawan full tim 😭",negatif
Minta perhatian nya moonton Bagi diamond dong buat player sejati mobile legends ini... 🎉,positif
Oh 👍,positif
"Ml game kontollllll babiii gameee monyett,  kebanyakan season tim isinya anakk dajallll semua Ml monyet",negatif
dinngin tetapi tidak kejam,positif
Game nya bagus buat ngilangin kejenuhan 👍,positif
Jngn  di band ml ya,positif
asyik,positif
Tim Nya Dark sistem bikin orang Depresi 😭,negatif
Sangat menyenangkan yah walaupun masih banyak dark system,positif
Game baguss ❤️,positif
𝐊𝐞𝐫𝐞𝐧 𝐬𝐞𝐦𝐮𝐚 𝐬𝐤𝐢𝐧𝐧𝐲𝐚,positif
Bagus,positif
Game ramah bnyk bucin tolol kontl,positif
Good 👍,positif
Mantap,positif
game gajelas.turnamen gaadil.mending ppindah hok aja cok,negatif
"Kasih tim yg bnr tlol, 🔥",positif
Ini bagus sih tapi kalau diam terus AFK gak asik AFK tapi ini saya kasih bintang 4 Makasih assalamualaikum warahmatullahi wabarokatu 🙏🙏🙏🙏🙏🙏🙏🙏,positif
Keren,positif
Sangat baik,positif
Terbaik,positif
Kasi  skin gratis lgi y monton,positif
puaasss bangeeet,positif
game baikk 👍,positif
Monton tolong lah jangan kasih tim yg bodoh gua cuma pemain solo player pingin ngerasain mitic masa dikasih ngestac di epic padahal gua aja maen jarang masih dikasih dar sistem monton punya dendam ama gua kah sampek dikasih tim tolol,negatif
"moonton GK jelas kasih tim dark sistem,musuh GG semua",negatif
Game burik,negatif
Mantap 👍,positif
Ini entah sinyal ku yang bermasalah atau sistemnya tapi setiap gua main tu lag terus tapi giliran buat buka apk yang lain lancar aja gitu jadi tolonglah diperbaiki karna saya sudah bosan setiap main pasti keganggu jaringan,negatif
alhamdulillah,positif
Baguss 👍,positif
Awalnya saya gak suka saya juga player lama di mobile legend ini jadi saya berhenti main tapi setelah banyak update an baru di game ini jadi saya suka deh dan banyak Hero baru oke sekian dari saya terima kasih 😃,positif
Minis byak drak sistem 💔,negatif
Game terlalu bagus 🔥,positif
Game ini lumayan 😡,negatif
"MOONTON LAGI BAIK,BAGI2 SKIN TRIAL GRATIS!! CEPETAN DOWLOAD BIAR DAPAT SKIN NYA! (Di Hari ulangg tahun ke 8 ml)",positif
Game gak sesuai matching nya. Bagaimana player mau bertahan di game ini. Obral skin jg samma aja kalo matching nya masih gak karuan,negatif
Monton di ml ini banyak yang wibu termaksud saya tolong monton agar wibu senang dan bisa jadi wibu tertarik ke game ml ini tolong coleb dengan salah satu loli yang bernama kanna itu carakter yang di sukai para laki laki sedang kan perempuan suka dengan carakter yang bernama gojo saturo tolong ya monton kami para wibu juga ingin salah satu carater anime yang ada di anime tolong ya monton coleb ya agar banyak yang tertarik untuk mencoba ml juga <3,positif
